wavelength,Baseline 100%T,Baseline 0%T,VG05,VG01,VG06,VG02,VG02_pos2,VG02_pos3,VG02_pos4,VG03_pos1,VG03_pos2,VG04_pos1,VG04_pos2,VG06_post,Baseline 100%T.1,Baseline 0%T.1,VG05_post
1290,96.29885864,0.002347774338,52.09420776,52.21868134,52.09850693,35.16030121,52.04349899,52.17567825,32.79607391,40.75274277,50.99643326,36.97314072,52.76955414,52.60657501,97.98845673,0.0033476925459999998,52.06087875
1280,97.80856323,0.001906776801,51.77132416,51.89334869,51.7768631,35.10557556,51.71899033,51.85124969,32.70676804,35.23006439,50.615890500000006,37.04164505,52.440303799999995,52.28205872,98.92691040000001,0.0047122742979999995,52.04917908
1270,98.60274506,0.00298348139,51.73507309,51.86185074,51.74298096,34.88256454,51.68455124,51.81893539,32.78115845,30.58415413,50.54296875,37.319404600000006,52.40880966,52.24806595,99.69155121,0.00394750759,52.03548813
1260,98.59615326,0.003123086877,52.04966736,52.17683411,52.05558395,35.00957108,51.99208832,52.13185120000001,32.79537582,27.08898735,50.84580612,37.80689621,52.72073746,52.56476974,100.30252840000001,0.0032000422940000003,52.02454376
1250,99.04051208,0.002594197635,52.03658295,52.1616745,52.03770447,35.21074677,51.96576691,52.10813141,32.72596359,24.37544823,50.82777786,38.04357529,52.70282745,52.54425429999999,100.7539063,0.0052298977970000006,52.00786591
1240,99.30747986,0.0029386924579999996,52.0202713,52.13930511,52.00814056,35.04103088,51.9132843,52.05840302,32.86481094,22.44291878,50.82352066,38.26488113,52.67769623,52.50984955,101.01529690000001,0.00401561847,51.99406815
1230,99.38078308,0.002006703522,51.99992752,52.10968399,51.96279907,34.8481102,51.83875656,51.98353577,32.77896881,21.27986145,50.83119965,38.4476738,52.64319229,52.4610939,101.08246609999999,0.004163004458,51.97134781
1220,99.2410965,0.002541825408,51.97388077,52.06851196,51.90030289,34.97730637,51.7300415,51.87349319,32.59025955,20.77977753,50.8355751,38.59047318,52.59540558,52.39942169,100.9259186,0.004270627629,51.94557953
1210,98.85263062,0.002151969587,51.9433136,52.0151329,51.82875443,34.75616074,51.57284164,51.71575546,32.48277283,20.88034821,50.86158371,38.71151352,52.53675461,52.30844498,100.51971440000001,0.003778808517,51.91531372
1200,98.19252777,0.001616419875,51.8952179,51.92994308,51.68249512,34.42308426,51.30970383,51.44898224,32.45879364,21.72128868,50.82839584,38.75986481,52.43899155,52.16259384,99.82551575,0.0038252309899999997,51.86199570000001
1190,111.0752258,-0.01229687035,51.70389938,51.67749023,51.35585022,34.1466713,50.77037048,50.89291382,31.99501991,23.16418648,50.57440948,38.5852623,52.17443085,51.83317566,112.96944429999999,-0.009887851775,51.66210938
1180,111.252449,0.004520848859,51.509655,51.31982422,50.77684402,33.18635941,49.62715149,49.73036575,31.04193115,25.2586422,49.68187332,38.35298157,51.77873993,51.23765945,113.1360779,0.0058386758900000005,51.46001434
1170,111.1306534,0.002504432341,50.58577728,49.53463364,47.92437363,29.27367973,44.23479462,44.28319931,27.3973999,25.74248886,44.36309814,36.93375015,49.91295242,48.33431244,113.0035782,0.003779171733,50.52015305
1160,110.40327450000001,0.002612000564,49.41867447,47.30961609,44.49638748,25.14334679,38.27923584,38.28180695,23.31302834,26.22110748,38.26916504,35.16323471,47.63204575,44.85834503,112.25946040000001,0.004302169662000001,49.34199142
1150,108.525444,0.0020421124059999997,47.86719513,44.4352684,40.24876785,20.34982491,31.54286766,31.51722527,18.70916367,25.85564804,31.35312271,32.88097763,44.70928955,40.57614517,110.383606,0.0042793154719999995,47.778369899999994
1140,107.69413759999999,0.0027838896490000003,45.97370911,41.08795166,35.52863312,15.80303478,24.86642456,24.82469559,14.43854904,23.74050522,24.56506538,30.18378258,41.302791600000006,35.80975723,109.5182571,0.005032022949,45.86499786
1130,105.4108505,0.002754513407,43.65750122,37.18395233,30.33459473,11.51120186,18.39927673,18.34759712,10.41651917,18.58106232,18.07749748,27.08138275,37.33308029,30.57108498,107.2185135,0.0033034943040000002,43.53031921
1120,103.1173935,0.002829942852,40.96615601,32.91872406,25.01503181,7.832397461,12.72469902,12.68476391,7.00569725,11.71045303,12.463545800000002,23.68135643,32.99541473,25.20488739,104.8762894,0.004138703924,40.81838989
1110,102.9392014,0.002433515619,37.831993100000005,28.30237961,19.69686508,4.880679607,8.021533966,7.988484859,4.320225716,5.924766064,7.841846942999999,20.06230545,28.29344559,19.82540321,104.6095123,0.004236981273,37.65171814
1100,100.586525,0.002701498335,34.31372833,23.521308899999998,14.69315624,2.734682798,4.524425507,4.501963615,2.3922686580000003,2.54513216,4.424378872,16.38862991,23.45849419,14.77669334,102.2089005,0.0030849273320000003,34.11275864
1090,97.75005341,0.00242566783,30.244705199999995,18.5174427,10.03299904,1.287706375,2.134184599,2.123976231,1.112443805,0.932328701,2.094662905,12.65175629,18.41535378,10.08639908,99.32197571,0.004219846334,30.03203964
1080,94.5790863,0.001130587421,25.79018211,13.67124653,6.164945602,0.4932582378,0.8121076226,0.8075816631,0.41944053770000006,0.2938223779,0.8017802835,9.132638931,13.54353905,6.194150447999999,96.08338165,0.0032587333120000003,25.56699753
1070,91.10933685,0.001209822367,20.99788284,9.225473404,3.26037693,0.1399263442,0.2303328365,0.2301686853,0.11801891769999999,0.07403861731000001,0.230648607,6.024585724,9.098327637,3.278183222,92.55977631,0.0036476200910000004,20.781744
1060,87.3807373,0.0020051375030000003,15.5085783,5.162809848999999,1.267153025,0.02332462929,0.038072772319999997,0.03737797961,0.019437305630000002,0.01230988465,0.03906176239,3.278990507,5.018677235,1.274300218,88.77216339,0.003501686268,15.28884602
1050,83.41425323,0.002253015991,9.48955822,1.976492643,0.26664569969999996,0.001836431096,0.0011353597509999999,0.0028786389159999996,0.0008685102220999999,0.0009047428612,0.0028920604379999997,1.2245697979999999,1.901911259,0.2677644789,84.7345047,0.00248139957,9.331163406
1040,79.23104858,-0.0001282718877,5.10802269,0.5835015178,0.03881795332,0.001233728603,0.0016689489129999998,0.0012034507240000001,0.002151508117,0.0023963209239999997,0.003684862982,0.35923638939999997,0.5579945445000001,0.04186906293,80.48347473,0.0018169223329999999,5.001657009
1030,74.9723587,0.0004109232686,2.334353924,0.1239052191,0.002998690121,0.0007513128221,0.0014232379620000002,0.001229822054,0.0008007789147,0.0030306715049999997,0.003459411208,0.07735992222999999,0.1208953783,0.0062710903579999994,75.97360229,0.001604948193,2.283962727
1020,70.16095734,0.0006189996492999999,0.9154919386,0.018257003280000003,9.983238124e-05,-0.0001033007866,-0.0005812362069,0.0017371798170000001,0.000478970207,0.002391970251,0.002255191794,0.012528978290000001,0.02290940844,0.0026607569309999995,71.19615173,0.0013871658590000001,0.8911533951999999
1010,65.26092529,-0.00014574873790000002,0.30843099949999997,0.003373659682,0.001088623423,0.00011987554169999999,0.002205375116,0.002048999537,0.0025069022089999997,0.001645250479,0.0024399738759999998,0.005863911938,0.006541923153999999,0.007836824283000001,66.12884521,0.00021816109069999997,0.3044565916
1000,59.82710266,0.0008520652773000001,0.08926253766,-0.002058377955,-0.001350344741,8.448083099e-05,0.00046327378369999996,0.00104109454,-0.001564986655,-0.0013371447570000002,0.001637354959,0.0007652992499,0.0028535868040000002,0.004423656501,60.68866348,0.0016175457279999999,0.08934064955
